step,stayUtil
0,9.50029
1,9.54678
2,9.59206
3,9.63616
4,9.67911
5,9.72096
6,9.76174
7,9.80147
8,9.84019
9,9.87794
10,9.91473
11,9.95061
12,9.98558
13,10.0197
14,10.053
15,10.0854
16,10.1171
17,10.1479
18,10.178
19,10.2074
20,10.2361
21,10.2641
22,10.2914
23,10.3181
24,10.3441
25,10.3695
26,10.3944
27,10.4186
28,10.4422
29,10.4653
30,10.4879
31,10.5099
32,10.5314
33,10.5525
34,10.573
35,10.5931
36,10.6127
37,10.6318
38,10.6505
39,10.6688
40,10.6867
41,10.7041
42,10.7212
43,10.7379
44,10.7542
45,10.7701
46,10.7857
47,10.8009
48,10.8158
49,10.8304
50,10.8446
51,10.8585
52,10.8722
53,10.8855
54,10.8985
55,10.9112
56,10.9236
57,10.9358
58,10.9477
59,10.9594
60,10.9707
61,10.9819
62,10.9928
63,11.0034
64,11.0139
65,11.0241
66,11.034
67,11.0438
68,11.0534
69,11.0627
70,11.0718
71,11.0808
72,11.0895
73,11.0981
74,11.1065
75,11.1147
76,11.1227
77,11.1306
78,11.1383
79,11.1458
80,11.1531
81,11.1603
82,11.1674
83,11.1743
84,11.1811
85,11.1877
86,11.1941
87,11.2005
88,11.2067
89,11.2127
90,11.2187
91,11.2245
92,11.2302
93,11.2358
94,11.2412
95,11.2466
96,11.2518
97,11.2569
98,11.2619
99,11.2668
100,11.2716
101,11.2763
102,11.2809
103,11.2855
104,11.2899
105,11.2942
106,11.2984
107,11.3026
108,11.3066
109,11.3106
110,11.3145
111,11.3183
112,11.322
113,11.3257
114,11.3293
115,11.3328
116,11.3362
117,11.3395
118,11.3428
119,11.3461
120,11.3492
121,11.3523
122,11.3553
123,11.3583
124,11.3612
125,11.364
126,11.3668
127,11.3695
128,11.3722
129,11.3748
130,11.3774
131,11.3799
132,11.3823
133,11.3847
134,11.3871
135,11.3894
136,11.3917
137,11.3939
138,11.396
139,11.3982
140,11.4002
141,11.4023
142,11.4043
143,11.4062
144,11.4081
145,11.41
146,11.4118
147,11.4136
148,11.4154
149,11.4171
150,11.4188
151,11.4205
152,11.4221
153,11.4237
154,11.4252
155,11.4268
156,11.4282
157,11.4297
158,11.4311
159,11.4325
160,11.4339
161,11.4353
162,11.4366
163,11.4379
164,11.4391
165,11.4404
166,11.4416
167,11.4428
168,11.4439
169,11.4451
170,11.4462
171,11.4473
172,11.4484
173,11.4494
174,11.4504
175,11.4515
176,11.4524
177,11.4534
178,11.4544
179,11.4553
180,11.4562
181,11.4571
182,11.458
183,11.4588
184,11.4596
185,11.4605
186,11.4613
187,11.4621
188,11.4628
189,11.4636
190,11.4643
191,11.465
192,11.4658
193,11.4665
194,11.4671
195,11.4678
196,11.4685
197,11.4691
198,11.4697
199,11.4703
200,11.4709
201,11.4715
202,11.4721
203,11.4727
204,11.4732
205,11.4738
206,11.4743
207,11.4748
208,11.4753
209,11.4758
210,11.4763
211,11.4768
212,11.4773
213,11.4777
214,11.4782
215,11.4786
216,11.4791
217,11.4795
218,11.4799
219,11.4803
220,11.4807
221,11.4811
222,11.4815
223,11.4819
224,11.4822
225,11.4826
226,11.483
227,11.4833
228,11.4836
229,11.484
230,11.4843
231,11.4846
232,11.4849
233,11.4852
234,11.4855
235,11.4858
236,11.4861
237,11.4864
238,11.4867
239,11.4869
240,11.4872
241,11.4875
242,11.4877
243,11.488
244,11.4882
245,11.4885
246,11.4887
247,11.4889
248,11.4891
249,11.4894
250,11.4896
251,11.4898
252,11.49
253,11.4902
254,11.4904
255,11.4906
256,11.4908
257,11.491
258,11.4912
259,11.4913
260,11.4915
261,11.4917
262,11.4919
263,11.492
264,11.4922
265,11.4923
266,11.4925
267,11.4927
268,11.4928
269,11.4929
270,11.4931
271,11.4932
272,11.4934
273,11.4935
274,11.4936
275,11.4938
276,11.4939
277,11.494
278,11.4941
279,11.4943
280,11.4944
281,11.4945
282,11.4946
283,11.4947
284,11.4948
285,11.4949
286,11.495
287,11.4951
288,11.4952
289,11.4953
290,11.4954
291,11.4955
292,11.4956
293,11.4957
294,11.4958
295,11.4959
296,11.4959
297,11.496
298,11.4961
299,11.4962
300,11.4963
301,11.4963
302,11.4964
303,11.4965
304,11.4966
305,11.4966
306,11.4967
307,11.4968
308,11.4968
309,11.4969
310,11.497
311,11.497
312,11.4971
313,11.4971
314,11.4972
315,11.4973
316,11.4973
317,11.4974
318,11.4974
319,11.4975
320,11.4975
321,11.4976
322,11.4976
323,11.4977
324,11.4977
325,11.4978
326,11.4978
327,11.4979
328,11.4979
329,11.4979
330,11.498
331,11.498
332,11.4981
333,11.4981
334,11.4981
335,11.4982
336,11.4982
337,11.4983
338,11.4983
339,11.4983
340,11.4984
341,11.4984
342,11.4984
343,11.4985
344,11.4985
345,11.4985
346,11.4986
347,11.4986
348,11.4986
349,11.4986
350,11.4987
351,11.4987
352,11.4987
353,11.4987
354,11.4988
355,11.4988
356,11.4988
357,11.4988
358,11.4989
359,11.4989
360,11.4989
361,11.4989
362,11.499
363,11.499
364,11.499
365,11.499
366,11.499
367,11.4991
368,11.4991
369,11.4991
370,11.4991
371,11.4991
372,11.4992
373,11.4992
374,11.4992
375,11.4992
376,11.4992
377,11.4992
378,11.4993
379,11.4993
380,11.4993
381,11.4993
382,11.4993
383,11.4993
384,11.4993
385,11.4994
386,11.4994
387,11.4994
388,11.4994
389,11.4994
390,11.4994
391,11.4994
392,11.4994
393,11.4995
394,11.4995
395,11.4995
396,11.4995
397,11.4995
398,11.4995
399,11.4995
400,11.4995
401,11.4995
402,11.4995
403,11.4996
404,11.4996
405,11.4996
406,11.4996
407,11.4996
408,11.4996
409,11.4996
410,11.4996
411,11.4996
412,11.4996
413,11.4996
414,11.4997
415,11.4997
416,11.4997
417,11.4997
418,11.4997
419,11.4997
420,11.4997
421,11.4997
422,11.4997
423,11.4997
424,11.4997
425,11.4997
426,11.4997
427,11.4997
428,11.4997
429,11.4997
430,11.4998
431,11.4998
432,11.4998
433,11.4998
434,11.4998
435,11.4998
436,11.4998
437,11.4998
438,11.4998
439,11.4998
440,11.4998
441,11.4998
442,11.4998
443,11.4998
444,11.4998
445,11.4998
446,11.4998
447,11.4998
448,11.4998
449,11.4998
450,11.4998
451,11.4998
452,11.4998
453,11.4998
454,11.4999
455,11.4999
456,11.4999
457,11.4999
458,11.4999
459,11.4999
460,11.4999
461,11.4999
462,11.4999
463,11.4999
464,11.4999
465,11.4999
466,11.4999
467,11.4999
468,11.4999
469,11.4999
470,11.4999
471,11.4999
472,11.4999
473,11.4999
474,11.4999
475,11.4999
476,11.4999
477,11.4999
478,11.4999
479,11.4999
480,11.4999
481,11.4999
482,11.4999
483,11.4999
484,11.4999
485,11.4999
486,11.4999
487,11.4999
488,11.4999
489,11.4999
490,11.4999
491,11.4999
492,11.4999
493,11.4999
494,11.4999
495,11.4999
496,11.4999
497,11.4999
498,11.4999
499,11.4999
500,11.4999
501,11.4999
502,11.5
503,11.5
504,11.5
505,11.5
506,11.5
507,11.5
508,11.5
509,11.5
510,11.5
511,11.5
512,11.5
513,11.5
514,11.5
515,11.5
516,11.5
517,11.5
518,11.5
519,11.5
520,11.5
521,11.5
522,11.5
523,11.5
524,11.5
525,11.5
526,11.5
527,11.5
528,11.5
529,11.5
530,11.5
531,11.5
532,11.5
533,11.5
534,11.5
535,11.5
536,11.5
537,11.5
538,11.5
539,11.5
540,11.5
541,11.5
542,11.5
543,11.5
544,11.5
545,11.5
546,11.5
547,11.5
548,11.5
549,11.5
550,11.5
551,11.5
552,11.5
553,11.5
554,11.5
555,11.5
556,11.5
557,11.5
558,11.5
559,11.5
560,11.5
561,11.5
562,11.5
563,11.5
564,11.5
565,11.5
566,11.5
567,11.5
568,11.5
569,11.5
570,11.5
571,11.5
572,11.5
573,11.5
574,11.5
575,11.5
576,11.5
577,11.5
578,11.5
579,11.5
580,11.5
581,11.5
582,11.5
583,11.5
584,11.5
585,11.5
586,11.5
587,11.5
588,11.5
589,11.5
590,11.5
591,11.5
592,11.5
593,11.5
594,11.5
595,11.5
596,11.5
597,11.5
598,11.5
599,11.5
600,11.5
601,11.5
602,11.5
603,11.5
604,11.5
605,11.5
606,11.5
607,11.5
608,11.5
609,11.5
610,11.5
611,11.5
612,11.5
613,11.5
614,11.5
615,11.5
616,11.5
617,11.5
618,11.5
619,11.5
620,11.5
621,11.5
622,11.5
623,11.5
624,11.5
625,11.5
626,11.5
627,11.5
628,11.5
629,11.5
630,11.5
631,11.5
632,11.5
633,11.5
634,11.5
635,11.5
636,11.5
637,11.5
638,11.5
639,11.5
640,11.5
641,11.5
642,11.5
643,11.5
644,11.5
645,11.5
646,11.5
647,11.5
648,11.5
649,11.5
650,11.5
651,11.5
652,11.5
653,11.5
654,11.5
655,11.5
656,11.5
657,11.5
658,11.5
659,11.5
660,11.5
661,11.5
662,11.5
663,11.5
664,11.5
665,11.5
666,11.5
667,11.5
668,11.5
669,11.5
670,11.5
671,11.5
672,11.5
673,11.5
674,11.5
675,11.5
676,11.5
677,11.5
678,11.5
679,11.5
680,11.5
681,11.5
682,11.5
683,11.5
684,11.5
685,11.5
686,11.5
687,11.5
688,11.5
689,11.5
690,11.5
691,11.5
692,11.5
693,11.5
694,11.5
695,11.5
696,11.5
697,11.5
698,11.5
699,11.5
700,11.5
701,11.5
702,11.5
703,11.5
704,11.5
705,11.5
706,11.5
707,11.5
708,11.5
709,11.5
710,11.5
711,11.5
712,11.5
713,11.5
714,11.5
715,11.5
716,11.5
717,11.5
718,11.5
719,11.5
720,11.5
721,11.5
722,11.5
723,11.5
724,11.5
725,11.5
726,11.5
727,11.5
728,11.5
729,11.5
730,11.5
731,11.5
732,11.5
733,11.5
734,11.5
735,11.5
736,11.5
737,11.5
738,11.5
739,11.5
740,11.5
741,11.5
742,11.5
743,11.5
744,11.5
745,11.5
746,11.5
747,11.5
748,11.5
749,11.5
750,11.5
751,11.5
752,11.5
753,11.5
754,11.5
755,11.5
756,11.5
757,11.5
758,11.5
759,11.5
760,11.5
761,11.5
762,11.5
763,11.5
764,11.5
765,11.5
766,11.5
767,11.5
768,11.5
769,11.5
770,11.5
771,11.5
772,11.5
773,11.5
774,11.5
775,11.5
776,11.5
777,11.5
778,11.5
779,11.5
780,11.5
781,11.5
782,11.5
783,11.5
784,11.5
785,11.5
786,11.5
787,11.5
788,11.5
789,11.5
790,11.5
791,11.5
792,11.5
793,11.5
794,11.5
795,11.5
796,11.5
797,11.5
798,11.5
799,11.5
800,11.5
801,11.5
802,11.5
803,11.5
804,11.5
805,11.5
806,11.5
807,11.5
808,11.5
809,11.5
810,11.5
811,11.5
812,11.5
813,11.5
814,11.5
815,11.5
816,11.5
817,11.5
818,11.5
819,11.5
820,11.5
821,11.5
822,11.5
823,11.5
824,11.5
825,11.5
826,11.5
827,11.5
828,11.5
829,11.5
830,11.5
831,11.5
832,11.5
833,11.5
834,11.5
835,11.5
836,11.5
837,11.5
838,11.5
839,11.5
840,11.5
841,11.5
842,11.5
843,11.5
844,11.5
845,11.5
846,11.5
847,11.5
848,11.5
849,11.5
850,11.5
851,11.5
852,11.5
853,11.5
854,11.5
855,11.5
856,11.5
857,11.5
858,11.5
859,11.5
860,11.5
861,11.5
862,11.5
863,11.5
864,11.5
865,11.5
866,11.5
867,11.5
868,11.5
869,11.5
870,11.5
871,11.5
872,11.5
873,11.5
874,11.5
875,11.5
876,11.5
877,11.5
878,11.5
879,11.5
880,11.5
881,11.5
882,11.5
883,11.5
884,11.5
885,11.5
886,11.5
887,11.5
888,11.5
889,11.5
890,11.5
891,11.5
892,11.5
893,11.5
894,11.5
895,11.5
896,11.5
897,11.5
898,11.5
899,11.5
900,11.5
901,11.5
902,11.5
903,11.5
904,11.5
905,11.5
906,11.5
907,11.5
908,11.5
909,11.5
910,11.5
911,11.5
912,11.5
913,11.5
914,11.5
915,11.5
916,11.5
917,11.5
918,11.5
919,11.5
920,11.5
921,11.5
922,11.5
923,11.5
924,11.5
925,11.5
926,11.5
927,11.5
928,11.5
929,11.5
930,11.5
931,11.5
932,11.5
933,11.5
934,11.5
935,11.5
936,11.5
937,11.5
938,11.5
939,11.5
940,11.5
941,11.5
942,11.5
943,11.5
944,11.5
945,11.5
946,11.5
947,11.5
948,11.5
949,11.5
950,11.5
951,11.5
952,11.5
953,11.5
954,11.5
955,11.5
956,11.5
957,11.5
958,11.5
959,11.5
960,11.5
961,11.5
962,11.5
963,11.5
964,11.5
965,11.5
966,11.5
967,11.5
968,11.5
969,11.5
970,11.5
971,11.5
972,11.5
973,11.5
974,11.5
975,11.5
976,11.5
977,11.5
978,11.5
979,11.5
980,11.5
981,11.5
982,11.5
983,11.5
984,11.5
985,11.5
986,11.5
987,11.5
988,11.5
989,11.5
990,11.5
991,11.5
992,11.5
993,11.5
994,11.5
995,11.5
996,11.5
997,11.5
998,11.5
999,11.5
1000,11.5
1001,11.5
1002,11.5
1003,11.5
1004,11.5
1005,11.5
1006,11.5
1007,11.5
1008,11.5
1009,11.5
1010,11.5
1011,11.5
1012,11.5
1013,11.5
1014,11.5
1015,11.5
1016,11.5
1017,11.5
1018,11.5
1019,11.5
1020,11.5
1021,11.5
1022,11.5
1023,11.5
1024,11.5
1025,11.5
1026,11.5
1027,11.5
1028,11.5
1029,11.5
1030,11.5
1031,11.5
1032,11.5
1033,11.5
1034,11.5
1035,11.5
1036,11.5
1037,11.5
1038,11.5
1039,11.5
1040,11.5
1041,11.5
1042,11.5
1043,11.5
1044,11.5
1045,11.5
1046,11.5
1047,11.5
1048,11.5
1049,11.5
1050,11.5
1051,11.5
1052,11.5
1053,11.5
1054,11.5
1055,11.5
1056,11.5
1057,11.5
1058,11.5
1059,11.5
1060,11.5
1061,11.5
1062,11.5
1063,11.5
1064,11.5
1065,11.5
1066,11.5
1067,11.5
1068,11.5
1069,11.5
1070,11.5
1071,11.5
1072,11.5
1073,11.5
1074,11.5
1075,11.5
1076,11.5
1077,11.5
1078,11.5
1079,11.5
1080,11.5
1081,11.5
1082,11.5
1083,11.5
1084,11.5
1085,11.5
1086,11.5
1087,11.5
1088,11.5
1089,11.5
1090,11.5
1091,11.5
1092,11.5
1093,11.5
1094,11.5
1095,11.5
1096,11.5
1097,11.5
1098,11.5
1099,11.5
1100,11.5
1101,11.5
1102,11.5
1103,11.5
1104,11.5
1105,11.5
1106,11.5
1107,11.5
1108,11.5
1109,11.5
1110,11.5
1111,11.5
1112,11.5
1113,11.5
1114,11.5
1115,11.5
1116,11.5
1117,11.5
1118,11.5
1119,11.5
1120,11.5
1121,11.5
1122,11.5
1123,11.5
1124,11.5
1125,11.5
1126,11.5
1127,11.5
1128,11.5
1129,11.5
1130,11.5
1131,11.5
1132,11.5
1133,11.5
1134,11.5
1135,11.5
1136,11.5
1137,11.5
1138,11.5
1139,11.5
1140,11.5
1141,11.5
1142,11.5
1143,11.5
1144,11.5
1145,11.5
1146,11.5
1147,11.5
1148,11.5
1149,11.5
1150,11.5
1151,11.5
1152,11.5
1153,11.5
1154,11.5
1155,11.5
1156,11.5
1157,11.5
1158,11.5
1159,11.5
1160,11.5
1161,11.5
1162,11.5
1163,11.5
1164,11.5
1165,11.5
1166,11.5
1167,11.5
1168,11.5
1169,11.5
1170,11.5
1171,11.5
1172,11.5
1173,11.5
1174,11.5
1175,11.5
1176,11.5
1177,11.5
1178,11.5
1179,11.5
1180,11.5
1181,11.5
1182,11.5
1183,11.5
1184,11.5
1185,11.5
1186,11.5
1187,11.5
1188,11.5
1189,11.5
1190,11.5
1191,11.5
1192,11.5
1193,11.5
1194,11.5
1195,11.5
1196,11.5
1197,11.5
1198,11.5
1199,11.5
1200,11.5
1201,11.5
1202,11.5
1203,11.5
1204,11.5
1205,11.5
1206,11.5
1207,11.5
1208,11.5
1209,11.5
1210,11.5
1211,11.5
1212,11.5
1213,11.5
1214,11.5
1215,11.5
1216,11.5
1217,11.5
1218,11.5
1219,11.5
1220,11.5
1221,11.5
1222,11.5
1223,11.5
1224,11.5
1225,11.5
1226,11.5
1227,11.5
1228,11.5
1229,11.5
1230,11.5
1231,11.5
1232,11.5
1233,11.5
1234,11.5
1235,11.5
1236,11.5
1237,11.5
1238,11.5
1239,11.5
1240,11.5
1241,11.5
1242,11.5
1243,11.5
1244,11.5
1245,11.5
1246,11.5
1247,11.5
1248,11.5
1249,11.5
1250,11.5
1251,11.5
1252,11.5
1253,11.5
1254,11.5
1255,11.5
1256,11.5
1257,11.5
1258,11.5
1259,11.5
1260,11.5
1261,11.5
1262,11.5
1263,11.5
1264,11.5
1265,11.5
1266,11.5
1267,11.5
1268,11.5
1269,11.5
1270,11.5
1271,11.5
1272,11.5
1273,11.5
1274,11.5
1275,11.5
1276,11.5
1277,11.5
1278,11.5
1279,11.5
1280,11.5
1281,11.5
1282,11.5
1283,11.5
1284,11.5
1285,11.5
1286,11.5
1287,11.5
1288,11.5
1289,11.5
1290,11.5
1291,11.5
1292,11.5
1293,11.5
1294,11.5
1295,11.5
1296,11.5
1297,11.5
1298,11.5
1299,11.5
1300,11.5
1301,11.5
1302,11.5
1303,11.5
1304,11.5
1305,11.5
1306,11.5
1307,11.5
1308,11.5
1309,11.5
1310,11.5
1311,11.5
1312,11.5
1313,11.5
1314,11.5
1315,11.5
1316,11.5
1317,11.5
1318,11.5
1319,11.5
1320,11.5
1321,11.5
1322,11.5
1323,11.5
1324,11.5
1325,11.5
1326,11.5
1327,11.5
1328,11.5
1329,11.5
1330,11.5
1331,11.5
1332,11.5
1333,11.5
1334,11.5
1335,11.5
1336,11.5
1337,11.5
1338,11.5
1339,11.5
1340,11.5
1341,11.5
1342,11.5
1343,11.5
1344,11.5
1345,11.5
1346,11.5
1347,11.5
1348,11.5
1349,11.5
1350,11.5
1351,11.5
1352,11.5
1353,11.5
1354,11.5
1355,11.5
1356,11.5
1357,11.5
1358,11.5
1359,11.5
1360,11.5
1361,11.5
1362,11.5
1363,11.5
1364,11.5
1365,11.5
1366,11.5
1367,11.5
1368,11.5
1369,11.5
1370,11.5
1371,11.5
1372,11.5
1373,11.5
1374,11.5
1375,11.5
1376,11.5
1377,11.5
1378,11.5
1379,11.5
1380,11.5
1381,11.5
1382,11.5
1383,11.5
1384,11.5
1385,11.5
1386,11.5
1387,11.5
1388,11.5
1389,11.5
1390,11.5
1391,11.5
1392,11.5
1393,11.5
1394,11.5
1395,11.5
1396,11.5
1397,11.5
1398,11.5
1399,11.5
1400,11.5
1401,11.5
1402,11.5
1403,11.5
1404,11.5
1405,11.5
1406,11.5
1407,11.5
1408,11.5
1409,11.5
1410,11.5
1411,11.5
1412,11.5
1413,11.5
1414,11.5
1415,11.5
1416,11.5
1417,11.5
1418,11.5
1419,11.5
1420,11.5
1421,11.5
1422,11.5
1423,11.5
1424,11.5
1425,11.5
1426,11.5
1427,11.5
1428,11.5
1429,11.5
1430,11.5
1431,11.5
1432,11.5
1433,11.5
1434,11.5
1435,11.5
1436,11.5
1437,11.5
1438,11.5
1439,11.5
1440,11.5
1441,11.5
1442,11.5
1443,11.5
1444,11.5
1445,11.5
1446,11.5
1447,11.5
1448,11.5
1449,11.5
1450,11.5
1451,11.5
1452,11.5
1453,11.5
1454,11.5
1455,11.5
1456,11.5
1457,11.5
1458,11.5
1459,11.5
1460,11.5
1461,11.5
1462,11.5
1463,11.5
1464,11.5
1465,11.5
1466,11.5
1467,11.5
1468,11.5
1469,11.5
1470,11.5
1471,11.5
1472,11.5
1473,11.5
1474,11.5
1475,11.5
1476,11.5
1477,11.5
1478,11.5
1479,11.5
1480,11.5
1481,11.5
1482,11.5
1483,11.5
1484,11.5
1485,11.5
1486,11.5
1487,11.5
1488,11.5
1489,11.5
1490,11.5
1491,11.5
1492,11.5
1493,11.5
1494,11.5
1495,11.5
1496,11.5
1497,11.5
1498,11.5
1499,11.5
1500,11.5
1501,11.5
1502,11.5
1503,11.5
1504,11.5
1505,11.5
1506,11.5
1507,11.5
1508,11.5
1509,11.5
1510,11.5
1511,11.5
1512,11.5
1513,11.5
1514,11.5
1515,11.5
1516,11.5
1517,11.5
1518,11.5
1519,11.5
1520,11.5
1521,11.5
1522,11.5
1523,11.5
1524,11.5
1525,11.5
1526,11.5
1527,11.5
1528,11.5
1529,11.5
1530,11.5
1531,11.5
1532,11.5
1533,11.5
1534,11.5
1535,11.5
1536,11.5
1537,11.5
1538,11.5
1539,11.5
1540,11.5
1541,11.5
1542,11.5
1543,11.5
1544,11.5
1545,11.5
1546,11.5
1547,11.5
1548,11.5
1549,11.5
1550,11.5
1551,11.5
1552,11.5
1553,11.5
1554,11.5
1555,11.5
1556,11.5
1557,11.5
1558,11.5
1559,11.5
1560,11.5
1561,11.5
1562,11.5
1563,11.5
1564,11.5
