step,storeRevenue
0,0
1,1035
2,1855
3,2095
4,2155
5,2260
6,2290
7,2300
8,2300
9,2300
10,2300
11,2300
12,2300
13,2300
14,2300
15,2300
16,2300
17,2300
18,2300
19,2300
20,2300
21,2300
22,2300
23,2300
24,2300
25,2300
26,2300
27,2300
28,2300
29,2300
30,2300
31,2300
32,2300
33,2300
34,2300
35,2300
36,2300
37,2300
38,2300
39,2300
40,2300
41,2300
42,2300
43,2375
44,2425
45,2455
46,2455
47,2470
48,2475
49,2475
50,2475
51,2475
52,2475
53,2475
54,2475
55,2475
56,2475
57,2475
58,2475
59,2475
60,2475
61,2475
62,2475
63,2475
64,2475
65,2475
66,2475
67,2475
68,2475
69,2475
70,2475
71,2475
72,2475
73,2475
74,2475
75,2475
76,2475
77,2475
78,2475
79,2475
80,2475
81,2475
82,2475
83,2475
84,2475
85,2475
86,2475
87,2475
88,2475
89,2475
90,2475
91,2475
92,2475
93,2475
94,2475
95,2475
96,2475
97,2475
98,2475
99,2475
100,2475
101,2475
102,2475
103,2475
104,2475
105,2475
106,2475
107,2475
108,2475
109,2475
110,2475
111,2475
112,2475
113,2475
114,2475
115,2475
116,2475
117,2475
118,2475
119,2475
120,2475
121,2475
122,2475
123,2475
124,2475
125,2475
126,2475
127,2475
128,2475
129,2475
130,2475
131,2475
132,2475
133,2475
134,2475
135,2475
136,2475
137,2475
138,2475
139,2475
140,2475
141,2475
142,2475
143,2475
144,2475
145,2475
146,2475
147,2475
148,2475
149,2475
150,2475
151,2475
152,2475
153,2475
154,2475
155,2475
156,2475
157,2475
158,2475
159,2475
160,2475
161,2475
162,2475
163,2475
164,2475
165,2475
166,2475
167,2475
168,2475
169,2475
170,2475
171,2475
172,2475
173,2475
174,2475
175,2475
176,2475
177,2475
178,2475
179,2475
180,2475
181,2475
182,2475
183,2475
184,2475
185,2475
186,2475
187,2475
188,2475
189,2475
190,2475
191,2475
192,2475
193,2475
194,2475
195,2475
196,2475
197,2475
198,2475
199,2475
200,2475
201,2475
202,2475
203,2475
204,2475
205,2475
206,2475
207,2475
208,2475
209,2475
210,2475
211,2475
212,2475
213,2475
214,2475
215,2475
216,2475
217,2475
218,2475
219,2475
220,2475
221,2475
222,2475
223,2475
224,2475
225,2475
226,2475
227,2475
228,2475
229,2475
230,2475
231,2475
232,2475
233,2475
234,2475
235,2475
236,2475
237,2475
238,2475
239,2475
240,2475
241,2475
242,2475
243,2475
244,2475
245,2475
246,2475
247,2475
248,2475
249,2475
250,2475
251,2475
252,2475
253,2475
254,2475
255,2475
256,2475
257,2475
258,2475
259,2475
260,2475
261,2475
262,2475
263,2475
264,2475
265,2475
266,2475
267,2475
268,2475
269,2475
270,2475
271,2475
272,2475
273,2475
274,2475
275,2475
276,2475
277,2475
278,2475
279,2475
280,2475
281,2475
282,2475
283,2475
284,2475
285,2475
286,2475
287,2475
288,2475
289,2475
290,2475
291,2475
292,2475
293,2475
294,2475
295,2475
296,2475
297,2475
298,2475
299,2475
300,2475
301,2475
302,2475
303,2475
304,2475
305,2475
306,2475
307,2475
308,2475
309,2475
310,2475
311,2475
312,2475
313,2475
314,2475
315,2475
316,2475
317,2475
318,2475
319,2475
320,2475
321,2475
322,2475
323,2475
324,2475
325,2475
326,2475
327,2475
328,2475
329,2475
330,2475
331,2475
332,2475
333,2475
334,2475
335,2475
336,2475
337,2475
338,2475
339,2475
340,2475
341,2475
342,2475
343,2475
344,2475
345,2475
346,2475
347,2475
348,2475
349,2475
350,2475
351,2475
352,2475
353,2475
354,2475
355,2475
356,2475
357,2475
358,2475
359,2475
360,2475
361,2475
362,2475
363,2475
364,2475
365,2475
366,2475
367,2475
368,2475
369,2475
370,2475
371,2475
372,2475
373,2475
374,2475
375,2475
376,2475
377,2475
378,2475
379,2475
380,2475
381,2475
382,2475
383,2475
384,2475
385,2475
386,2475
387,2475
388,2475
389,2475
390,2475
391,2475
392,2475
393,2475
394,2475
395,2475
396,2475
397,2475
398,2475
399,2475
400,2475
401,2475
402,2475
403,2475
404,2475
405,2475
406,2475
407,2475
408,2475
409,2475
410,2475
411,2475
412,2475
413,2475
414,2475
415,2475
416,2475
417,2475
418,2475
419,2475
420,2475
421,2475
422,2475
423,2475
424,2475
425,2475
426,2475
427,2475
428,2475
429,2475
430,2475
431,2475
432,2475
433,2475
434,2475
435,2475
436,2475
437,2475
438,2475
439,2475
440,2475
441,2475
442,2475
443,2475
444,2475
445,2475
446,2475
447,2475
448,2475
449,2475
450,2475
451,2475
452,2475
453,2475
454,2475
455,2475
456,2475
457,2475
458,2475
459,2475
460,2475
461,2475
462,2475
463,2475
464,2475
465,2475
466,2475
467,2475
468,2475
469,2475
470,2475
471,2475
472,2475
473,2475
474,2475
475,2475
476,2475
477,2475
478,2475
479,2475
480,2475
481,2475
482,2475
483,2475
484,2475
485,2475
486,2475
487,2475
488,2475
489,2475
490,2475
491,2475
492,2475
493,2475
494,2475
495,2475
496,2475
497,2475
498,2475
499,2475
500,2475
